commodity,asset,year,region,installed,technology,supply
heat,11,2040,R1,2030,heatpump,10.40000000000
heat,15,2040,R1,2032,heatpump,12.40000000000
heat,15,2042,R1,2032,heatpump,12.40000000000
heat,19,2040,R1,2034,heatpump,6.40000000000
heat,19,2042,R1,2034,heatpump,6.40000000000
heat,19,2045,R1,2034,heatpump,6.40000000000
heat,23,2040,R1,2036,heatpump,28.40000000000
heat,23,2042,R1,2036,heatpump,28.40000000000
heat,23,2045,R1,2036,heatpump,28.40000000000
heat,27,2040,R1,2038,heatpump,13.60000000000
heat,27,2042,R1,2038,heatpump,13.60000000000
heat,27,2045,R1,2038,heatpump,13.60000000000
heat,31,2042,R1,2040,heatpump,15.60000000000
heat,31,2045,R1,2040,heatpump,15.60000000000
heat,55,2040,R2,2030,heatpump,10.40000000000
heat,59,2040,R2,2032,heatpump,12.40000000000
heat,59,2042,R2,2032,heatpump,12.40000000000
heat,63,2040,R2,2034,heatpump,6.40000000000
heat,63,2042,R2,2034,heatpump,6.40000000000
heat,63,2045,R2,2034,heatpump,6.40000000000
heat,67,2040,R2,2036,heatpump,28.40000000000
heat,67,2042,R2,2036,heatpump,28.40000000000
heat,67,2045,R2,2036,heatpump,28.40000000000
heat,71,2040,R2,2038,heatpump,13.60000000000
heat,71,2042,R2,2038,heatpump,13.60000000000
heat,71,2045,R2,2038,heatpump,13.60000000000
heat,75,2042,R2,2040,heatpump,15.60000000000
heat,75,2045,R2,2040,heatpump,15.60000000000
cook,9,2040,R1,2030,gas_stove,8.26670000000
cook,13,2040,R1,2032,gas_stove,10.26670000000
cook,13,2042,R1,2032,gas_stove,10.26670000000
cook,17,2040,R1,2034,gas_stove,4.26670000000
cook,17,2042,R1,2034,gas_stove,4.26670000000
cook,17,2045,R1,2034,gas_stove,4.26670000000
cook,21,2040,R1,2036,gas_stove,23.60000000000
cook,21,2042,R1,2036,gas_stove,23.60000000000
cook,21,2045,R1,2036,gas_stove,23.60000000000
cook,25,2040,R1,2038,gas_stove,10.40000000000
cook,25,2042,R1,2038,gas_stove,10.40000000000
cook,25,2045,R1,2038,gas_stove,10.40000000000
cook,29,2042,R1,2040,gas_stove,12.40000000000
cook,29,2045,R1,2040,gas_stove,12.40000000000
cook,53,2040,R2,2030,gas_stove,6.13330000000
cook,57,2040,R2,2032,gas_stove,8.13330000000
cook,57,2042,R2,2032,gas_stove,8.13330000000
cook,61,2040,R2,2034,gas_stove,2.13330000000
cook,61,2042,R2,2034,gas_stove,2.13330000000
cook,61,2045,R2,2034,gas_stove,2.13330000000
cook,65,2040,R2,2036,gas_stove,10.80000000000
cook,65,2042,R2,2036,gas_stove,10.80000000000
cook,65,2045,R2,2036,gas_stove,10.80000000000
cook,69,2040,R2,2038,gas_stove,7.20000000000
cook,69,2042,R2,2038,gas_stove,7.20000000000
cook,69,2045,R2,2038,gas_stove,7.20000000000
cook,73,2042,R2,2040,gas_stove,9.20000000000
cook,73,2045,R2,2040,gas_stove,9.20000000000
