,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2025,0.07520000000
1,wind,R1,windturbine,2025,0.00520000000
2,gas,R1,gasCCGT,2025,0.11270000000
3,wind,R1,windturbine,2025,0.00780000000
4,gas,R1,gasCCGT,2025,0.07520000000
5,wind,R1,windturbine,2025,0.00520000000
6,gas,R1,gasCCGT,2025,0.11270000000
7,wind,R1,windturbine,2025,0.00780000000
8,gas,R1,gasCCGT,2025,0.22540000000
9,wind,R1,windturbine,2025,0.01560000000
10,gas,R1,gasCCGT,2025,0.15030000000
11,wind,R1,windturbine,2025,0.01040000000
