,commodity,region,technology,year,consumption
0,gas,R1,gasCCGT,2025,0.07510000000
1,wind,R1,windturbine,2025,0.02190000000
2,wind,R1,windturbine,2030,0.02190000000
3,wind,R1,windturbine,2030,0.04500000000
4,gas,R1,gasCCGT,2025,0.11270000000
5,wind,R1,windturbine,2025,0.03290000000
6,wind,R1,windturbine,2030,0.03290000000
7,wind,R1,windturbine,2030,0.06750000000
8,gas,R1,gasCCGT,2025,0.07510000000
9,wind,R1,windturbine,2025,0.02190000000
10,wind,R1,windturbine,2030,0.02190000000
11,wind,R1,windturbine,2030,0.04500000000
12,gas,R1,gasCCGT,2025,0.11270000000
13,wind,R1,windturbine,2025,0.03290000000
14,wind,R1,windturbine,2030,0.03290000000
15,wind,R1,windturbine,2030,0.06750000000
16,gas,R1,gasCCGT,2025,0.22540000000
17,wind,R1,windturbine,2025,0.06580000000
18,wind,R1,windturbine,2030,0.06580000000
19,wind,R1,windturbine,2030,0.13500000000
20,gas,R1,gasCCGT,2025,0.15030000000
21,wind,R1,windturbine,2025,0.04390000000
22,wind,R1,windturbine,2030,0.04390000000
23,wind,R1,windturbine,2030,0.09000000000
