,asset,year,region,installed,technology,capacity
1,0,2025,R1,2020,gassupply1,600.00000000000
2,0,2030,R1,2020,gassupply1,585.00000000000
3,0,2035,R1,2020,gassupply1,570.00000000000
4,0,2040,R1,2020,gassupply1,570.00000000000
5,0,2045,R1,2020,gassupply1,570.00000000000
6,0,2050,R1,2020,gassupply1,570.00000000000
7,0,2059,R1,2020,gassupply1,570.00000000000
10,1,2025,R2,2020,gassupply1,600.00000000000
11,1,2030,R2,2020,gassupply1,585.00000000000
12,1,2035,R2,2020,gassupply1,570.00000000000
13,1,2040,R2,2020,gassupply1,570.00000000000
14,1,2045,R2,2020,gassupply1,570.00000000000
15,1,2050,R2,2020,gassupply1,570.00000000000
16,1,2059,R2,2020,gassupply1,570.00000000000
