,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2055,0.27450000000
1,heat,R1,heatpump,2055,0.64050000000
2,heat,R1,gasboiler,2055,0.17550000000
3,heat,R1,heatpump,2055,0.40950000000
4,heat,R1,gasboiler,2060,0.17550000000
5,heat,R1,heatpump,2060,0.40950000000
6,heat,R1,gasboiler,2060,0.27450000000
7,heat,R1,heatpump,2060,0.64050000000
8,CO2f,R1,gasboiler,2055,17.76290000000
9,CO2f,R1,gasboiler,2055,11.35660000000
10,CO2f,R1,gasboiler,2060,11.35660000000
11,CO2f,R1,gasboiler,2060,17.76290000000
12,heat,R1,gasboiler,2055,0.41170000000
13,heat,R1,heatpump,2055,0.96070000000
14,heat,R1,gasboiler,2055,0.26320000000
15,heat,R1,heatpump,2055,0.61420000000
16,heat,R1,gasboiler,2060,0.26320000000
17,heat,R1,heatpump,2060,0.61420000000
18,heat,R1,gasboiler,2060,0.41170000000
19,heat,R1,heatpump,2060,0.96070000000
20,CO2f,R1,gasboiler,2055,26.64430000000
21,CO2f,R1,gasboiler,2055,17.03490000000
22,CO2f,R1,gasboiler,2060,17.03490000000
23,CO2f,R1,gasboiler,2060,26.64430000000
24,heat,R1,gasboiler,2055,0.27450000000
25,heat,R1,heatpump,2055,0.64050000000
26,heat,R1,gasboiler,2055,0.17550000000
27,heat,R1,heatpump,2055,0.40950000000
28,heat,R1,gasboiler,2060,0.17550000000
29,heat,R1,heatpump,2060,0.40950000000
30,heat,R1,gasboiler,2060,0.27450000000
31,heat,R1,heatpump,2060,0.64050000000
32,CO2f,R1,gasboiler,2055,17.76290000000
33,CO2f,R1,gasboiler,2055,11.35660000000
34,CO2f,R1,gasboiler,2060,11.35660000000
35,CO2f,R1,gasboiler,2060,17.76290000000
36,heat,R1,gasboiler,2055,0.41170000000
37,heat,R1,heatpump,2055,0.96070000000
38,heat,R1,gasboiler,2055,0.26320000000
39,heat,R1,heatpump,2055,0.61420000000
40,heat,R1,gasboiler,2060,0.26320000000
41,heat,R1,heatpump,2060,0.61420000000
42,heat,R1,gasboiler,2060,0.41170000000
43,heat,R1,heatpump,2060,0.96070000000
44,CO2f,R1,gasboiler,2055,26.64430000000
45,CO2f,R1,gasboiler,2055,17.03490000000
46,CO2f,R1,gasboiler,2060,17.03490000000
47,CO2f,R1,gasboiler,2060,26.64430000000
48,heat,R1,gasboiler,2055,0.82350000000
49,heat,R1,heatpump,2055,1.92150000000
50,heat,R1,gasboiler,2055,0.52650000000
51,heat,R1,heatpump,2055,1.22850000000
52,heat,R1,gasboiler,2060,0.52650000000
53,heat,R1,heatpump,2060,1.22850000000
54,heat,R1,gasboiler,2060,0.82350000000
55,heat,R1,heatpump,2060,1.92150000000
56,CO2f,R1,gasboiler,2055,53.28870000000
57,CO2f,R1,gasboiler,2055,34.06980000000
58,CO2f,R1,gasboiler,2060,34.06980000000
59,CO2f,R1,gasboiler,2060,53.28870000000
60,heat,R1,gasboiler,2055,0.54900000000
61,heat,R1,heatpump,2055,1.28100000000
62,heat,R1,gasboiler,2055,0.35100000000
63,heat,R1,heatpump,2055,0.81900000000
64,heat,R1,gasboiler,2060,0.35100000000
65,heat,R1,heatpump,2060,0.81900000000
66,heat,R1,gasboiler,2060,0.54900000000
67,heat,R1,heatpump,2060,1.28100000000
68,CO2f,R1,gasboiler,2055,35.52580000000
69,CO2f,R1,gasboiler,2055,22.71320000000
70,CO2f,R1,gasboiler,2060,22.71320000000
71,CO2f,R1,gasboiler,2060,35.52580000000
