,commodity,region,technology,year,supply
0,electricity,R1,gasCCGT,2045,0.12230000000
1,electricity,R1,gasCCGT,2045,0.24570000000
2,electricity,R1,gasCCGT,2045,0.03330000000
3,electricity,R1,gasCCGT,2045,0.13200000000
4,electricity,R1,windturbine,2045,0.03330000000
5,electricity,R1,gasCCGT,2050,0.12230000000
6,electricity,R1,gasCCGT,2050,0.24570000000
7,electricity,R1,gasCCGT,2050,0.03330000000
8,electricity,R1,gasCCGT,2050,0.13200000000
9,electricity,R1,windturbine,2050,0.03330000000
10,electricity,R1,windturbine,2050,0.03330000000
11,CO2f,R1,gasCCGT,2045,11.21430000000
12,CO2f,R1,gasCCGT,2045,22.52030000000
13,CO2f,R1,gasCCGT,2045,3.05570000000
14,CO2f,R1,gasCCGT,2045,12.10040000000
15,CO2f,R1,gasCCGT,2050,11.21430000000
16,CO2f,R1,gasCCGT,2050,22.52030000000
17,CO2f,R1,gasCCGT,2050,3.05570000000
18,CO2f,R1,gasCCGT,2050,12.10040000000
19,electricity,R1,gasCCGT,2045,0.18350000000
20,electricity,R1,gasCCGT,2045,0.36850000000
21,electricity,R1,gasCCGT,2045,0.05000000000
22,electricity,R1,gasCCGT,2045,0.19800000000
23,electricity,R1,windturbine,2045,0.05000000000
24,electricity,R1,gasCCGT,2050,0.18350000000
25,electricity,R1,gasCCGT,2050,0.36850000000
26,electricity,R1,gasCCGT,2050,0.05000000000
27,electricity,R1,gasCCGT,2050,0.19800000000
28,electricity,R1,windturbine,2050,0.05000000000
29,electricity,R1,windturbine,2050,0.05000000000
30,CO2f,R1,gasCCGT,2045,16.82140000000
31,CO2f,R1,gasCCGT,2045,33.78040000000
32,CO2f,R1,gasCCGT,2045,4.58350000000
33,CO2f,R1,gasCCGT,2045,18.15070000000
34,CO2f,R1,gasCCGT,2050,16.82140000000
35,CO2f,R1,gasCCGT,2050,33.78040000000
36,CO2f,R1,gasCCGT,2050,4.58350000000
37,CO2f,R1,gasCCGT,2050,18.15070000000
38,electricity,R1,gasCCGT,2045,0.12230000000
39,electricity,R1,gasCCGT,2045,0.24570000000
40,electricity,R1,gasCCGT,2045,0.03330000000
41,electricity,R1,gasCCGT,2045,0.13200000000
42,electricity,R1,windturbine,2045,0.03330000000
43,electricity,R1,gasCCGT,2050,0.12230000000
44,electricity,R1,gasCCGT,2050,0.24570000000
45,electricity,R1,gasCCGT,2050,0.03330000000
46,electricity,R1,gasCCGT,2050,0.13200000000
47,electricity,R1,windturbine,2050,0.03330000000
48,electricity,R1,windturbine,2050,0.03330000000
49,CO2f,R1,gasCCGT,2045,11.21430000000
50,CO2f,R1,gasCCGT,2045,22.52030000000
51,CO2f,R1,gasCCGT,2045,3.05570000000
52,CO2f,R1,gasCCGT,2045,12.10040000000
53,CO2f,R1,gasCCGT,2050,11.21430000000
54,CO2f,R1,gasCCGT,2050,22.52030000000
55,CO2f,R1,gasCCGT,2050,3.05570000000
56,CO2f,R1,gasCCGT,2050,12.10040000000
57,electricity,R1,gasCCGT,2045,0.18350000000
58,electricity,R1,gasCCGT,2045,0.36850000000
59,electricity,R1,gasCCGT,2045,0.05000000000
60,electricity,R1,gasCCGT,2045,0.19800000000
61,electricity,R1,windturbine,2045,0.05000000000
62,electricity,R1,gasCCGT,2050,0.18350000000
63,electricity,R1,gasCCGT,2050,0.36850000000
64,electricity,R1,gasCCGT,2050,0.05000000000
65,electricity,R1,gasCCGT,2050,0.19800000000
66,electricity,R1,windturbine,2050,0.05000000000
67,electricity,R1,windturbine,2050,0.05000000000
68,CO2f,R1,gasCCGT,2045,16.82140000000
69,CO2f,R1,gasCCGT,2045,33.78040000000
70,CO2f,R1,gasCCGT,2045,4.58350000000
71,CO2f,R1,gasCCGT,2045,18.15070000000
72,CO2f,R1,gasCCGT,2050,16.82140000000
73,CO2f,R1,gasCCGT,2050,33.78040000000
74,CO2f,R1,gasCCGT,2050,4.58350000000
75,CO2f,R1,gasCCGT,2050,18.15070000000
76,electricity,R1,gasCCGT,2045,0.36700000000
77,electricity,R1,gasCCGT,2045,0.73700000000
78,electricity,R1,gasCCGT,2045,0.10000000000
79,electricity,R1,gasCCGT,2045,0.39600000000
80,electricity,R1,windturbine,2045,0.10000000000
81,electricity,R1,gasCCGT,2050,0.36700000000
82,electricity,R1,gasCCGT,2050,0.73700000000
83,electricity,R1,gasCCGT,2050,0.10000000000
84,electricity,R1,gasCCGT,2050,0.39600000000
85,electricity,R1,windturbine,2050,0.10000000000
86,electricity,R1,windturbine,2050,0.10000000000
87,CO2f,R1,gasCCGT,2045,33.64290000000
88,CO2f,R1,gasCCGT,2045,67.56080000000
89,CO2f,R1,gasCCGT,2045,9.16700000000
90,CO2f,R1,gasCCGT,2045,36.30130000000
91,CO2f,R1,gasCCGT,2050,33.64290000000
92,CO2f,R1,gasCCGT,2050,67.56080000000
93,CO2f,R1,gasCCGT,2050,9.16700000000
94,CO2f,R1,gasCCGT,2050,36.30130000000
95,electricity,R1,gasCCGT,2045,0.24470000000
96,electricity,R1,gasCCGT,2045,0.49130000000
97,electricity,R1,gasCCGT,2045,0.06670000000
98,electricity,R1,gasCCGT,2045,0.26400000000
99,electricity,R1,windturbine,2045,0.06670000000
100,electricity,R1,gasCCGT,2050,0.24470000000
101,electricity,R1,gasCCGT,2050,0.49130000000
102,electricity,R1,gasCCGT,2050,0.06670000000
103,electricity,R1,gasCCGT,2050,0.26400000000
104,electricity,R1,windturbine,2050,0.06670000000
105,electricity,R1,windturbine,2050,0.06670000000
106,CO2f,R1,gasCCGT,2045,22.42860000000
107,CO2f,R1,gasCCGT,2045,45.04050000000
108,CO2f,R1,gasCCGT,2045,6.11130000000
109,CO2f,R1,gasCCGT,2045,24.20090000000
110,CO2f,R1,gasCCGT,2050,22.42860000000
111,CO2f,R1,gasCCGT,2050,45.04050000000
112,CO2f,R1,gasCCGT,2050,6.11130000000
113,CO2f,R1,gasCCGT,2050,24.20090000000
