,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2020,1.16000000000
1,gas,R1,gasboiler,2025,1.11110000000
2,electricity,R1,heatpump,2025,0.05020000000
3,gas,R1,gasboiler,2020,1.74000000000
4,gas,R1,gasboiler,2025,1.66660000000
5,electricity,R1,heatpump,2025,0.07530000000
6,gas,R1,gasboiler,2020,1.16000000000
7,gas,R1,gasboiler,2025,1.11110000000
8,electricity,R1,heatpump,2025,0.05020000000
9,gas,R1,gasboiler,2020,1.74000000000
10,gas,R1,gasboiler,2025,1.66660000000
11,electricity,R1,heatpump,2025,0.07530000000
12,gas,R1,gasboiler,2020,3.48000000000
13,gas,R1,gasboiler,2025,3.33330000000
14,electricity,R1,heatpump,2025,0.15060000000
15,gas,R1,gasboiler,2020,2.32000000000
16,gas,R1,gasboiler,2025,2.22220000000
17,electricity,R1,heatpump,2025,0.10040000000
