,commodity,region,technology,year,consumption
0,gas,R1,gasboiler,2045,0.67530000000
1,electricity,R1,heatpump,2045,0.09980000000
2,electricity,R1,heatpump,2045,0.23400000000
3,gas,R1,gasboiler,2050,0.20030000000
4,electricity,R1,heatpump,2050,0.23400000000
5,electricity,R1,heatpump,2050,0.29690000000
6,gas,R1,gasboiler,2045,1.01300000000
7,electricity,R1,heatpump,2045,0.14970000000
8,electricity,R1,heatpump,2045,0.35100000000
9,gas,R1,gasboiler,2050,0.30040000000
10,electricity,R1,heatpump,2050,0.35100000000
11,electricity,R1,heatpump,2050,0.44540000000
12,gas,R1,gasboiler,2045,0.67530000000
13,electricity,R1,heatpump,2045,0.09980000000
14,electricity,R1,heatpump,2045,0.23400000000
15,gas,R1,gasboiler,2050,0.20030000000
16,electricity,R1,heatpump,2050,0.23400000000
17,electricity,R1,heatpump,2050,0.29690000000
18,gas,R1,gasboiler,2045,1.01300000000
19,electricity,R1,heatpump,2045,0.14970000000
20,electricity,R1,heatpump,2045,0.35100000000
21,gas,R1,gasboiler,2050,0.30040000000
22,electricity,R1,heatpump,2050,0.35100000000
23,electricity,R1,heatpump,2050,0.44540000000
24,gas,R1,gasboiler,2045,2.02590000000
25,electricity,R1,heatpump,2045,0.29940000000
26,electricity,R1,heatpump,2045,0.70200000000
27,gas,R1,gasboiler,2050,0.60090000000
28,electricity,R1,heatpump,2050,0.70200000000
29,electricity,R1,heatpump,2050,0.89080000000
30,gas,R1,gasboiler,2045,1.35060000000
31,electricity,R1,heatpump,2045,0.19960000000
32,electricity,R1,heatpump,2045,0.46800000000
33,gas,R1,gasboiler,2050,0.40060000000
34,electricity,R1,heatpump,2050,0.46800000000
35,electricity,R1,heatpump,2050,0.59390000000
