,commodity,region,technology,year,supply
0,heat,R1,gasboiler,2045,0.58220000000
1,heat,R1,heatpump,2045,0.24950000000
2,heat,R1,heatpump,2045,0.58500000000
3,heat,R1,gasboiler,2050,0.17270000000
4,heat,R1,heatpump,2050,0.58500000000
5,heat,R1,heatpump,2050,0.74230000000
6,CO2f,R1,gasboiler,2045,37.67200000000
7,CO2f,R1,gasboiler,2050,11.17330000000
8,heat,R1,gasboiler,2045,0.87320000000
9,heat,R1,heatpump,2045,0.37420000000
10,heat,R1,heatpump,2045,0.87750000000
11,heat,R1,gasboiler,2050,0.25900000000
12,heat,R1,heatpump,2050,0.87750000000
13,heat,R1,heatpump,2050,1.11350000000
14,CO2f,R1,gasboiler,2045,56.50800000000
15,CO2f,R1,gasboiler,2050,16.75990000000
16,heat,R1,gasboiler,2045,0.58220000000
17,heat,R1,heatpump,2045,0.24950000000
18,heat,R1,heatpump,2045,0.58500000000
19,heat,R1,gasboiler,2050,0.17270000000
20,heat,R1,heatpump,2050,0.58500000000
21,heat,R1,heatpump,2050,0.74230000000
22,CO2f,R1,gasboiler,2045,37.67200000000
23,CO2f,R1,gasboiler,2050,11.17330000000
24,heat,R1,gasboiler,2045,0.87320000000
25,heat,R1,heatpump,2045,0.37420000000
26,heat,R1,heatpump,2045,0.87750000000
27,heat,R1,gasboiler,2050,0.25900000000
28,heat,R1,heatpump,2050,0.87750000000
29,heat,R1,heatpump,2050,1.11350000000
30,CO2f,R1,gasboiler,2045,56.50800000000
31,CO2f,R1,gasboiler,2050,16.75990000000
32,heat,R1,gasboiler,2045,1.74650000000
33,heat,R1,heatpump,2045,0.74850000000
34,heat,R1,heatpump,2045,1.75500000000
35,heat,R1,gasboiler,2050,0.51800000000
36,heat,R1,heatpump,2050,1.75500000000
37,heat,R1,heatpump,2050,2.22700000000
38,CO2f,R1,gasboiler,2045,113.01600000000
39,CO2f,R1,gasboiler,2050,33.51980000000
40,heat,R1,gasboiler,2045,1.16430000000
41,heat,R1,heatpump,2045,0.49900000000
42,heat,R1,heatpump,2045,1.17000000000
43,heat,R1,gasboiler,2050,0.34530000000
44,heat,R1,heatpump,2050,1.17000000000
45,heat,R1,heatpump,2050,1.48470000000
46,CO2f,R1,gasboiler,2045,75.34400000000
47,CO2f,R1,gasboiler,2050,22.34650000000
