,commodity,region,technology,year,supply
0,gas,R1,gassupply1,2040,0.01690000000
1,gas,R1,gassupply2,2040,0.00370000000
2,gas,R1,gassupply3,2040,0.06000000000
3,gas,R1,gassupply1,2040,0.01200000000
4,gas,R1,gassupply1,2045,0.01200000000
5,gas,R1,gassupply1,2045,0.00150000000
6,gas,R1,gassupply2,2045,0.00020000000
7,gas,R1,gassupply3,2045,0.00400000000
8,CO2f,R1,gassupply1,2040,0.02590000000
9,CO2f,R1,gassupply2,2040,0.03410000000
10,CO2f,R1,gassupply3,2040,1.00940000000
11,CO2f,R1,gassupply1,2040,0.01840000000
12,CO2f,R1,gassupply1,2045,0.01840000000
13,CO2f,R1,gassupply1,2045,0.00230000000
14,CO2f,R1,gassupply2,2045,0.00230000000
15,CO2f,R1,gassupply3,2045,0.06730000000
16,gas,R1,gassupply1,2040,0.02530000000
17,gas,R1,gassupply2,2040,0.00560000000
18,gas,R1,gassupply3,2040,0.09000000000
19,gas,R1,gassupply1,2040,0.01800000000
20,gas,R1,gassupply1,2045,0.01800000000
21,gas,R1,gassupply1,2045,0.00230000000
22,gas,R1,gassupply2,2045,0.00040000000
23,gas,R1,gassupply3,2045,0.00600000000
24,CO2f,R1,gassupply1,2040,0.03880000000
25,CO2f,R1,gassupply2,2040,0.05110000000
26,CO2f,R1,gassupply3,2040,1.51400000000
27,CO2f,R1,gassupply1,2040,0.02760000000
28,CO2f,R1,gassupply1,2045,0.02760000000
29,CO2f,R1,gassupply1,2045,0.00350000000
30,CO2f,R1,gassupply2,2045,0.00340000000
31,CO2f,R1,gassupply3,2045,0.10090000000
32,gas,R1,gassupply1,2040,0.01690000000
33,gas,R1,gassupply2,2040,0.00370000000
34,gas,R1,gassupply3,2040,0.06000000000
35,gas,R1,gassupply1,2040,0.01200000000
36,gas,R1,gassupply1,2045,0.01200000000
37,gas,R1,gassupply1,2045,0.00150000000
38,gas,R1,gassupply2,2045,0.00020000000
39,gas,R1,gassupply3,2045,0.00400000000
40,CO2f,R1,gassupply1,2040,0.02590000000
41,CO2f,R1,gassupply2,2040,0.03410000000
42,CO2f,R1,gassupply3,2040,1.00940000000
43,CO2f,R1,gassupply1,2040,0.01840000000
44,CO2f,R1,gassupply1,2045,0.01840000000
45,CO2f,R1,gassupply1,2045,0.00230000000
46,CO2f,R1,gassupply2,2045,0.00230000000
47,CO2f,R1,gassupply3,2045,0.06730000000
48,gas,R1,gassupply1,2040,0.02530000000
49,gas,R1,gassupply2,2040,0.00560000000
50,gas,R1,gassupply3,2040,0.09000000000
51,gas,R1,gassupply1,2040,0.01800000000
52,gas,R1,gassupply1,2045,0.01800000000
53,gas,R1,gassupply1,2045,0.00230000000
54,gas,R1,gassupply2,2045,0.00040000000
55,gas,R1,gassupply3,2045,0.00600000000
56,CO2f,R1,gassupply1,2040,0.03880000000
57,CO2f,R1,gassupply2,2040,0.05110000000
58,CO2f,R1,gassupply3,2040,1.51400000000
59,CO2f,R1,gassupply1,2040,0.02760000000
60,CO2f,R1,gassupply1,2045,0.02760000000
61,CO2f,R1,gassupply1,2045,0.00350000000
62,CO2f,R1,gassupply2,2045,0.00340000000
63,CO2f,R1,gassupply3,2045,0.10090000000
64,gas,R1,gassupply1,2040,0.05070000000
65,gas,R1,gassupply2,2040,0.01110000000
66,gas,R1,gassupply3,2040,0.17990000000
67,gas,R1,gassupply1,2040,0.03600000000
68,gas,R1,gassupply1,2045,0.03600000000
69,gas,R1,gassupply1,2045,0.00460000000
70,gas,R1,gassupply2,2045,0.00070000000
71,gas,R1,gassupply3,2045,0.01200000000
72,CO2f,R1,gassupply1,2040,0.07760000000
73,CO2f,R1,gassupply2,2040,0.10230000000
74,CO2f,R1,gassupply3,2040,3.02810000000
75,CO2f,R1,gassupply1,2040,0.05520000000
76,CO2f,R1,gassupply1,2045,0.05520000000
77,CO2f,R1,gassupply1,2045,0.00700000000
78,CO2f,R1,gassupply2,2045,0.00680000000
79,CO2f,R1,gassupply3,2045,0.20190000000
80,gas,R1,gassupply1,2040,0.03380000000
81,gas,R1,gassupply2,2040,0.00740000000
82,gas,R1,gassupply3,2040,0.11990000000
83,gas,R1,gassupply1,2040,0.02400000000
84,gas,R1,gassupply1,2045,0.02400000000
85,gas,R1,gassupply1,2045,0.00310000000
86,gas,R1,gassupply2,2045,0.00050000000
87,gas,R1,gassupply3,2045,0.00800000000
88,CO2f,R1,gassupply1,2040,0.05170000000
89,CO2f,R1,gassupply2,2040,0.06820000000
90,CO2f,R1,gassupply3,2040,2.01870000000
91,CO2f,R1,gassupply1,2040,0.03680000000
92,CO2f,R1,gassupply1,2045,0.03680000000
93,CO2f,R1,gassupply1,2045,0.00470000000
94,CO2f,R1,gassupply2,2045,0.00450000000
95,CO2f,R1,gassupply3,2045,0.13460000000
