asset,year,region,technology,installed,capacity
0,2025,R1,gasboiler,2020,10.00000000000
1,2030,R1,gasboiler,2025,7.80000000000
1,2034,R1,gasboiler,2025,7.80000000000
1,2035,R1,gasboiler,2025,7.80000000000
1,2039,R1,gasboiler,2025,7.80000000000
2,2025,R1,heatpump,2020,22.00000000000
2,2030,R1,heatpump,2020,22.00000000000
2,2034,R1,heatpump,2020,22.00000000000
3,2030,R1,heatpump,2025,10.20000000000
3,2034,R1,heatpump,2025,2.20000000000
3,2035,R1,heatpump,2025,2.20000000000
3,2039,R1,heatpump,2025,10.20000000000
4,2025,R2,gasboiler,2020,5.00000000000
6,2025,R2,heatpump,2020,27.00000000000
6,2030,R2,heatpump,2020,27.00000000000
6,2034,R2,heatpump,2020,27.00000000000
7,2030,R2,heatpump,2025,13.00000000000
7,2034,R2,heatpump,2025,5.00000000000
7,2035,R2,heatpump,2025,5.00000000000
7,2039,R2,heatpump,2025,13.00000000000
